datetime,consumption,production,nuclear,wind,hydroelectric,oil_gas,coal,solar,biomass
2024-02-21 08:00:00,7628,6756,1373,302,2469,1727,778,54,51
2024-02-21 09:00:00,7672,6721,1345,247,2433,1702,777,160,56
2024-02-21 10:00:00,7404,6632,1332,159,2346,1686,781,272,59
2024-02-21 11:00:00,7085,6656,1367,94,2310,1685,748,380,58
2024-02-21 12:00:00,6853,6652,1347,64,2226,1685,756,516,56
2024-02-21 13:00:00,6779,6520,1322,52,2174,1680,753,480,57
2024-02-21 14:00:00,6769,6574,1351,41,2216,1680,771,456,58
2024-02-21 15:00:00,6877,6446,1359,41,2197,1684,792,315,57
2024-02-21 16:00:00,7048,6376,1299,77,2257,1697,812,175,58
2024-02-21 17:00:00,7286,6455,1317,86,2421,1710,815,47,57
2024-02-21 18:00:00,7808,6910,1360,107,2728,1744,906,6,59
2024-02-21 19:00:00,7904,6894,1360,135,2698,1749,895,0,57
2024-02-21 20:00:00,7820,6881,1373,163,2654,1747,884,0,59
2024-02-21 21:00:00,7367,6903,1382,131,2697,1747,890,0,55
2024-02-21 22:00:00,6825,6658,1385,111,2474,1745,886,0,57
2024-02-21 23:00:00,6313,6580,1386,153,2372,1733,880,0,56
2024-02-22 00:00:00,6077,6054,1382,153,1824,1743,897,0,57
2024-02-22 01:00:00,5886,5810,1388,149,1581,1743,891,0,57
2024-02-22 02:00:00,5694,5779,1390,140,1568,1734,891,0,57
2024-02-22 03:00:00,5655,5748,1388,122,1559,1731,891,0,57
2024-02-22 04:00:00,5781,5738,1389,121,1533,1738,902,0,55
2024-02-22 05:00:00,5958,5843,1384,139,1648,1733,883,0,55
2024-02-22 06:00:00,6494,6092,1391,160,1865,1737,883,0,57
2024-02-22 07:00:00,6984,6679,1388,167,2468,1739,863,11,57
2024-02-22 08:00:00,7451,6831,1389,163,2491,1735,787,207,58
2024-02-22 09:00:00,7245,6654,1365,126,2165,1726,755,460,56
2024-02-22 10:00:00,6870,6743,1349,74,2144,1635,798,686,52
2024-02-22 11:00:00,6531,6492,1365,87,1844,1518,794,829,54
2024-02-22 12:00:00,6321,6578,1362,173,1823,1459,797,905,56
2024-02-22 13:00:00,6365,6595,1326,269,1706,1504,803,935,57
2024-02-22 14:00:00,6323,6836,1335,352,1876,1540,826,851,55
2024-02-22 15:00:00,6499,6906,1352,536,1847,1696,821,596,56
2024-02-22 16:00:00,6775,6992,1341,851,1923,1696,808,315,56
2024-02-22 17:00:00,7233,7449,1325,1024,2400,1708,858,77,57
2024-02-22 18:00:00,7753,7714,1317,1234,2483,1727,895,0,57
2024-02-22 19:00:00,7814,8090,1362,1545,2509,1731,884,0,58
2024-02-22 20:00:00,7774,8142,1363,1864,2399,1671,786,0,57
2024-02-22 21:00:00,7402,8479,1367,2071,2469,1671,843,0,55
2024-02-22 22:00:00,6760,8402,1369,2152,2281,1663,881,0,56
2024-02-22 23:00:00,6229,8185,1370,2091,2137,1654,876,0,56
2024-02-23 00:00:00,5855,7318,1368,1974,1452,1642,821,0,58
2024-02-23 01:00:00,5641,7123,1377,1794,1524,1618,754,0,56
2024-02-23 02:00:00,5598,6972,1388,1620,1534,1616,755,0,56
2024-02-23 03:00:00,5517,6978,1387,1557,1528,1629,820,0,56
2024-02-23 04:00:00,5621,6890,1383,1529,1507,1619,796,0,55
2024-02-23 05:00:00,5740,6923,1388,1469,1588,1623,800,0,56
2024-02-23 06:00:00,6218,6935,1387,1245,1796,1635,813,0,56
2024-02-23 07:00:00,6720,7314,1385,1154,2265,1678,763,11,58
2024-02-23 08:00:00,7127,7474,1386,936,2456,1666,789,181,56
2024-02-23 09:00:00,7005,7250,1379,574,2373,1661,782,425,53
2024-02-23 10:00:00,6843,7059,1380,394,2157,1654,804,613,54
2024-02-23 11:00:00,6641,7114,1388,322,2177,1650,837,681,55
2024-02-23 12:00:00,6632,7281,1389,342,2283,1643,847,708,54
2024-02-23 13:00:00,6592,7244,1393,418,2230,1629,803,715,55
2024-02-23 14:00:00,6549,7126,1369,424,2151,1654,873,598,56
2024-02-23 15:00:00,6662,7147,1366,564,2184,1643,881,451,56
2024-02-23 16:00:00,6828,7170,1383,710,2264,1644,883,229,55
2024-02-23 17:00:00,7151,7364,1385,915,2413,1655,900,37,57
2024-02-23 18:00:00,7496,7663,1390,1174,2498,1661,881,0,58
2024-02-23 19:00:00,7646,7856,1390,1433,2449,1665,862,0,56
2024-02-23 20:00:00,7461,7674,1391,1175,2494,1666,894,0,54
2024-02-23 21:00:00,7175,7505,1391,846,2624,1681,906,0,54
2024-02-23 22:00:00,6654,7397,1390,815,2560,1699,878,0,53
2024-02-23 23:00:00,6215,7160,1391,891,2264,1672,887,0,52
2024-02-24 00:00:00,5773,6761,1390,941,1799,1681,897,0,52
2024-02-24 01:00:00,5577,6435,1389,925,1495,1680,896,0,50
2024-02-24 02:00:00,5464,6366,1393,856,1487,1685,895,0,51
2024-02-24 03:00:00,5405,6381,1388,875,1492,1681,893,0,52
2024-02-24 04:00:00,5368,6484,1392,918,1559,1673,886,0,53
2024-02-24 05:00:00,5478,6415,1393,884,1543,1673,868,0,54
2024-02-24 06:00:00,5639,6333,1388,746,1618,1670,855,0,52
2024-02-24 07:00:00,5833,6809,1393,675,2132,1679,845,29,54
2024-02-24 08:00:00,6115,6937,1390,492,2282,1683,879,152,55
2024-02-24 09:00:00,6196,7058,1390,349,2348,1678,884,356,52
2024-02-24 10:00:00,6072,7017,1392,270,2265,1662,852,519,53
2024-02-24 11:00:00,5945,6972,1391,277,2187,1615,831,616,53
2024-02-24 12:00:00,5826,6967,1393,316,2089,1628,841,644,52
2024-02-24 13:00:00,5849,6940,1393,363,2107,1623,808,591,53
2024-02-24 14:00:00,5752,6683,1389,350,2008,1612,753,514,53
2024-02-24 15:00:00,5829,6645,1391,380,2066,1606,759,387,53
2024-02-24 16:00:00,6016,6729,1391,593,2107,1606,786,194,52
2024-02-24 17:00:00,6440,6891,1392,807,2091,1627,881,39,54
2024-02-24 18:00:00,6872,7208,1391,958,2294,1644,864,2,54
2024-02-24 19:00:00,7062,7527,1394,959,2549,1678,892,0,53
2024-02-24 20:00:00,6944,7667,1390,958,2662,1695,909,0,52
2024-02-24 21:00:00,6591,7581,1390,1019,2545,1697,876,0,52
2024-02-24 22:00:00,6066,7208,1390,1157,2115,1683,810,0,51
2024-02-24 23:00:00,5699,6923,1390,1038,2009,1664,769,0,51
2024-02-25 00:00:00,5376,6592,1391,794,1784,1687,881,0,53
2024-02-25 01:00:00,5094,6263,1388,688,1568,1692,875,0,52
2024-02-25 02:00:00,5079,6203,1392,669,1514,1696,881,0,52
2024-02-25 03:00:00,4983,6127,1391,694,1449,1657,884,0,51
2024-02-25 04:00:00,4939,6118,1391,614,1527,1645,888,0,53
2024-02-25 05:00:00,4977,6111,1386,537,1572,1663,899,0,52
2024-02-25 06:00:00,5048,6128,1390,525,1620,1672,869,0,52
2024-02-25 07:00:00,5176,6481,1391,714,1868,1617,836,3,52
2024-02-25 08:00:00,5402,6649,1390,774,1897,1665,816,49,51
2024-02-25 09:00:00,5461,6554,1396,633,1962,1659,732,121,49
2024-02-25 10:00:00,5437,6650,1400,613,1943,1653,754,232,49
2024-02-25 11:00:00,5357,6559,1401,502,1952,1631,758,265,49
2024-02-25 12:00:00,5313,6654,1401,558,1904,1635,792,314,49
2024-02-25 13:00:00,5228,6683,1400,567,1771,1638,880,373,52
2024-02-25 14:00:00,5176,6708,1400,551,1827,1639,869,369,51
2024-02-25 15:00:00,5252,6662,1403,591,1837,1637,865,289,51
2024-02-25 16:00:00,5486,6681,1402,729,1799,1642,860,196,52
2024-02-25 17:00:00,5742,6767,1398,873,1866,1656,876,45,53
2024-02-25 18:00:00,6334,7318,1397,1100,2222,1660,887,0,52
2024-02-25 19:00:00,6590,7726,1400,1449,2295,1690,839,0,53
2024-02-25 20:00:00,6550,7734,1398,1637,2225,1666,755,0,52
2024-02-25 21:00:00,6263,7734,1401,1722,2129,1659,769,0,51
2024-02-25 22:00:00,5860,7629,1399,1831,1947,1662,736,0,52
2024-02-25 23:00:00,5504,7497,1400,1726,1905,1660,755,0,51
2024-02-26 00:00:00,5289,7100,1402,1546,1600,1663,837,0,52
2024-02-26 01:00:00,5116,6681,1400,1233,1446,1672,876,0,52
2024-02-26 02:00:00,4994,6699,1398,1134,1523,1694,897,0,53
2024-02-26 03:00:00,4969,6769,1401,1244,1505,1695,870,0,53
2024-02-26 04:00:00,5049,6804,1398,1449,1401,1675,823,0,54
2024-02-26 05:00:00,5173,6633,1400,1404,1377,1658,739,0,54
2024-02-26 06:00:00,5813,6844,1396,1381,1601,1660,748,0,54
2024-02-26 07:00:00,6729,7510,1400,1391,2235,1671,746,8,57
2024-02-26 08:00:00,7171,7626,1401,1250,2391,1664,764,99,57
2024-02-26 09:00:00,7132,7538,1352,1045,2427,1652,755,250,55
2024-02-26 10:00:00,6889,7433,1319,964,2284,1665,759,386,55
2024-02-26 11:00:00,6506,7325,1370,1008,1938,1658,719,575,55
2024-02-26 12:00:00,6295,7399,1362,1095,1825,1649,751,662,53
2024-02-26 13:00:00,6373,7336,1360,1215,1660,1627,770,651,50
2024-02-26 14:00:00,6387,7426,1355,1406,1643,1633,762,575,50
2024-02-26 15:00:00,6404,7386,1336,1462,1704,1639,768,422,51
2024-02-26 16:00:00,6607,7442,1363,1410,1988,1635,755,237,50
2024-02-26 17:00:00,6915,7588,1328,1407,2225,1653,869,52,53
2024-02-26 18:00:00,7443,7914,1368,1561,2425,1665,840,0,54
2024-02-26 19:00:00,7641,8061,1372,1589,2506,1674,862,0,57
2024-02-26 20:00:00,7531,7949,1372,1660,2442,1661,757,0,55
2024-02-26 21:00:00,7133,7634,1378,1552,2235,1666,746,0,55
2024-02-26 22:00:00,6641,7429,1376,1519,2069,1666,741,0,56
2024-02-26 23:00:00,6072,6816,1377,1240,1743,1665,736,0,55
2024-02-27 00:00:00,5783,6342,1373,857,1641,1657,745,0,56
2024-02-27 01:00:00,5599,5889,1373,572,1441,1651,795,0,56
2024-02-27 02:00:00,5413,5766,1379,325,1457,1653,898,0,54
2024-02-27 03:00:00,5440,5724,1395,198,1500,1673,898,0,57
2024-02-27 04:00:00,5454,5649,1395,185,1464,1668,881,0,56
2024-02-27 05:00:00,5745,5651,1403,180,1477,1669,868,0,56
2024-02-27 06:00:00,6166,5710,1398,258,1475,1678,843,0,57
2024-02-27 07:00:00,6756,6756,1402,339,2393,1682,863,18,57
2024-02-27 08:00:00,7115,7028,1400,340,2490,1697,823,216,57
2024-02-27 09:00:00,6943,6943,1379,240,2323,1682,756,507,54
2024-02-27 10:00:00,6489,6724,1351,127,2068,1670,733,717,55
2024-02-27 11:00:00,6130,6615,1350,70,1868,1663,719,887,57
2024-02-27 12:00:00,5841,6427,1322,52,1918,1375,730,968,58
2024-02-27 13:00:00,5949,6410,1338,84,1761,1476,748,947,55
2024-02-27 14:00:00,6009,6499,1360,99,1749,1629,735,868,58
2024-02-27 15:00:00,6117,6394,1338,173,1827,1535,764,696,59
2024-02-27 16:00:00,6404,6437,1380,240,2017,1543,754,443,59
2024-02-27 17:00:00,6815,6663,1353,367,2460,1550,745,126,59
2024-02-27 18:00:00,7371,7042,1379,427,2751,1558,868,0,59
2024-02-27 19:00:00,7619,7364,1377,579,2891,1565,891,0,60
2024-02-27 20:00:00,7481,7252,1376,619,2744,1571,884,0,58
2024-02-27 21:00:00,7167,6954,1381,583,2602,1579,750,0,58
2024-02-27 22:00:00,6635,6765,1388,564,2405,1600,750,0,57
2024-02-27 23:00:00,6070,6452,1389,498,2161,1614,733,0,57
2024-02-28 00:00:00,5737,5877,1386,396,1666,1623,747,0,56
2024-02-28 01:00:00,5533,5608,1388,375,1451,1600,737,0,56
2024-02-28 02:00:00,5440,5512,1388,187,1476,1621,782,0,58
2024-02-28 03:00:00,5471,5558,1394,131,1481,1616,878,0,58
2024-02-28 04:00:00,5493,5541,1394,136,1472,1613,870,0,57
2024-02-28 05:00:00,5671,5551,1394,150,1479,1610,861,0,56
2024-02-28 06:00:00,6164,5788,1393,167,1720,1607,842,0,58
2024-02-28 07:00:00,6876,6467,1394,158,2310,1657,870,20,57
2024-02-28 08:00:00,7224,6803,1395,164,2455,1676,877,177,59
2024-02-28 09:00:00,7142,6980,1394,157,2462,1694,878,337,57
2024-02-28 10:00:00,6814,6716,1394,140,2164,1682,737,543,52
2024-02-28 11:00:00,6354,6315,1396,141,1628,1667,712,717,54
2024-02-28 12:00:00,6129,6304,1395,132,1568,1661,717,771,57
2024-02-28 13:00:00,6027,6088,1394,135,1267,1660,709,866,56
2024-02-28 14:00:00,6017,6390,1396,146,1536,1661,737,854,55
2024-02-28 15:00:00,6112,6461,1401,188,1764,1648,746,660,54
2024-02-28 16:00:00,6451,6391,1398,260,1884,1648,749,394,55
2024-02-28 17:00:00,6848,6488,1401,382,2151,1655,739,104,55
2024-02-28 18:00:00,7389,6989,1399,479,2492,1685,877,0,57
2024-02-28 19:00:00,7729,7204,1397,528,2651,1681,888,0,58
2024-02-28 20:00:00,7628,7232,1398,548,2644,1683,901,0,56
2024-02-28 21:00:00,7300,7115,1396,623,2463,1684,888,0,58
2024-02-28 22:00:00,6640,6958,1398,652,2306,1668,879,0,55
2024-02-28 23:00:00,6019,6571,1401,578,2019,1657,862,0,55
2024-02-29 00:00:00,5761,6137,1396,493,1624,1686,882,0,57
2024-02-29 01:00:00,5581,5936,1397,439,1519,1657,867,0,58
2024-02-29 02:00:00,5437,5885,1394,402,1503,1655,876,0,55
2024-02-29 03:00:00,5458,5981,1397,444,1559,1658,868,0,56
2024-02-29 04:00:00,5528,6042,1397,461,1586,1661,881,0,57
2024-02-29 05:00:00,5798,6087,1398,465,1611,1665,884,0,57
2024-02-29 06:00:00,6302,6141,1397,491,1668,1666,860,0,58
2024-02-29 07:00:00,6890,6434,1397,455,2015,1668,817,26,56
2024-02-29 08:00:00,7233,6499,1396,430,2060,1673,741,141,57
2024-02-29 09:00:00,7310,6704,1348,430,2185,1671,752,260,56
2024-02-29 10:00:00,7273,7062,1342,315,2459,1694,886,309,56
2024-02-29 11:00:00,7171,7231,1360,307,2589,1714,921,279,57
2024-02-29 12:00:00,7169,7390,1377,346,2724,1706,902,287,56
2024-02-29 13:00:00,7169,7142,1369,405,2466,1681,889,273,57
2024-02-29 14:00:00,7025,7097,1362,525,2313,1680,904,253,58
2024-02-29 15:00:00,6985,7039,1367,639,2214,1680,902,178,58
2024-02-29 16:00:00,7020,6948,1342,715,2157,1675,896,104,58
2024-02-29 17:00:00,7104,7102,1351,855,2241,1670,897,27,58
2024-02-29 18:00:00,7578,7564,1366,992,2583,1682,891,0,53
2024-02-29 19:00:00,7708,7749,1368,1076,2663,1690,898,0,55
2024-02-29 20:00:00,7635,7719,1379,1029,2663,1696,898,0,56
2024-02-29 21:00:00,7217,7691,1384,1012,2637,1685,914,0,57
2024-02-29 22:00:00,6640,7436,1381,945,2475,1688,893,0,54
2024-02-29 23:00:00,6165,7207,1382,825,2347,1701,894,0,55
2024-03-01 00:00:00,5830,6014,1378,783,1525,1534,739,0,55
2024-03-01 01:00:00,5780,6186,1383,896,1531,1668,653,0,55
2024-03-01 02:00:00,5617,6127,1383,968,1427,1639,654,0,56
2024-03-01 03:00:00,5600,6234,1382,1001,1520,1620,653,0,58
2024-03-01 04:00:00,5656,6112,1384,828,1552,1631,661,0,56
2024-03-01 05:00:00,5832,6180,1388,872,1576,1627,659,0,56
2024-03-01 06:00:00,6363,6523,1387,1156,1653,1636,635,0,57
2024-03-01 07:00:00,7068,7089,1389,1218,2130,1648,638,7,57
2024-03-01 08:00:00,7510,7368,1385,1327,2233,1685,635,41,59
2024-03-01 09:00:00,7638,7035,1302,1191,2119,1674,582,106,59
2024-03-01 10:00:00,7464,6969,1341,856,2264,1637,644,167,57
2024-03-01 11:00:00,7333,7276,1331,754,2591,1677,642,221,57
2024-03-01 12:00:00,7213,7278,1322,725,2619,1668,650,236,57
2024-03-01 13:00:00,7170,6975,1361,992,1989,1648,639,288,57
2024-03-01 14:00:00,6858,6944,1312,1357,1779,1604,566,269,57
2024-03-01 15:00:00,6857,7173,1352,1658,1731,1626,563,184,58
2024-03-01 16:00:00,6908,7227,1361,1655,1829,1654,579,90,58
2024-03-01 17:00:00,7108,7488,1358,1802,2073,1625,563,8,58
2024-03-01 18:00:00,7645,7937,1370,1924,2337,1675,574,0,57
2024-03-01 19:00:00,7596,7972,1369,1835,2448,1669,590,0,59
2024-03-01 20:00:00,7442,7766,1373,1781,2314,1672,566,0,59
2024-03-01 21:00:00,7118,7629,1374,1605,2401,1630,563,0,56
2024-03-01 22:00:00,6444,7435,1375,1466,2284,1633,621,0,55
2024-03-01 23:00:00,6191,7464,1375,1653,2134,1618,625,0,54
2024-03-02 00:00:00,5774,6609,1383,1823,1172,1624,553,0,54
2024-03-02 01:00:00,5560,6008,1383,1668,1174,1189,541,0,53
2024-03-02 02:00:00,5475,5909,1384,1503,1218,1192,557,0,55
2024-03-02 03:00:00,5415,5923,1385,1524,1214,1189,556,0,54
2024-03-02 04:00:00,5418,5773,1387,1401,1192,1182,557,0,54
2024-03-02 05:00:00,5512,5687,1385,1231,1269,1188,560,0,54
2024-03-02 06:00:00,5639,5671,1384,977,1481,1206,571,0,53
2024-03-02 07:00:00,5987,6130,1384,841,1973,1206,648,24,53
2024-03-02 08:00:00,6268,6240,1381,773,2079,1208,651,93,54
2024-03-02 09:00:00,6394,6099,1345,694,1979,1198,603,226,54
2024-03-02 10:00:00,6373,5982,1356,652,1832,1192,558,338,52
2024-03-02 11:00:00,6200,5944,1347,569,1793,1173,548,457,53
2024-03-02 12:00:00,5993,5841,1343,541,1694,1169,541,499,53
2024-03-02 13:00:00,5846,5708,1368,558,1507,1185,559,479,52
2024-03-02 14:00:00,5795,5529,1354,456,1493,1181,559,433,53
2024-03-02 15:00:00,5982,5491,1362,442,1534,1198,563,338,52
2024-03-02 16:00:00,6185,5574,1343,578,1696,1194,560,149,53
2024-03-02 17:00:00,6508,5701,1347,681,1785,1211,602,20,54
2024-03-02 18:00:00,7021,6192,1369,807,2146,1198,619,0,54
2024-03-02 19:00:00,7187,6311,1371,917,2176,1243,551,0,53
2024-03-02 20:00:00,6931,6118,1371,919,1985,1247,541,0,51
2024-03-02 21:00:00,6544,5907,1376,815,1909,1199,557,0,54
2024-03-02 22:00:00,6056,5808,1374,722,1905,1202,554,0,52
2024-03-02 23:00:00,5667,5608,1374,603,1858,1178,544,0,53
2024-03-03 00:00:00,5375,5052,1373,474,1407,1197,549,0,52
2024-03-03 01:00:00,5186,4819,1378,383,1311,1160,537,0,51
2024-03-03 02:00:00,5115,4733,1382,253,1295,1196,554,0,53
2024-03-03 03:00:00,5069,4662,1385,153,1317,1194,562,0,52
2024-03-03 04:00:00,5113,4741,1382,103,1440,1195,563,0,51
2024-03-03 05:00:00,5186,4814,1381,90,1522,1204,567,0,51
2024-03-03 06:00:00,5251,4922,1382,89,1570,1200,630,0,51
2024-03-03 07:00:00,5390,5252,1380,43,1963,1182,600,28,52
2024-03-03 08:00:00,5552,5175,1383,24,1824,1188,563,138,53
2024-03-03 09:00:00,5511,5125,1380,23,1664,1148,549,306,53
2024-03-03 10:00:00,5310,5199,1382,9,1591,1127,536,499,53
2024-03-03 11:00:00,5075,5228,1381,12,1472,1123,535,652,52
2024-03-03 12:00:00,5000,5280,1383,8,1405,1127,534,767,51
2024-03-03 13:00:00,4974,4848,1382,-6,1220,1008,533,658,52
2024-03-03 14:00:00,4938,4815,1382,-3,1211,1024,542,603,52
2024-03-03 15:00:00,5084,4858,1383,11,1278,1171,555,407,52
2024-03-03 16:00:00,5484,4984,1384,46,1541,1194,561,206,52
2024-03-03 17:00:00,6072,5420,1385,127,1905,1263,604,82,53
2024-03-03 18:00:00,6341,5657,1388,175,2108,1299,631,1,53
2024-03-03 19:00:00,6762,6349,1383,204,2391,1670,647,0,53
2024-03-03 20:00:00,6731,6309,1385,177,2436,1687,571,0,53
2024-03-03 21:00:00,6510,6130,1380,167,2257,1647,627,0,53
2024-03-03 22:00:00,6029,5894,1383,169,2038,1656,598,0,51
2024-03-03 23:00:00,5572,5692,1386,191,1864,1642,558,0,51
2024-03-04 00:00:00,5331,5339,1382,188,1465,1675,576,0,52
2024-03-04 01:00:00,5236,5379,1386,176,1550,1655,560,0,52
2024-03-04 02:00:00,5126,5369,1385,177,1536,1648,572,0,51
2024-03-04 03:00:00,5070,5418,1385,177,1547,1659,599,0,52
2024-03-04 04:00:00,5189,5470,1386,216,1567,1649,598,0,53
2024-03-04 05:00:00,5447,5639,1384,305,1663,1636,597,0,55
2024-03-04 06:00:00,6147,5812,1386,437,1727,1612,595,0,55
2024-03-04 07:00:00,6864,6663,1384,527,2306,1691,633,69,53
2024-03-04 08:00:00,7050,6726,1385,409,2306,1674,536,360,56
2024-03-04 09:00:00,6824,6757,1342,321,2188,1674,526,647,56
2024-03-04 10:00:00,6418,6673,1325,315,1958,1603,535,875,57
2024-03-04 11:00:00,6019,6631,1337,397,1748,1580,522,990,56
2024-03-04 12:00:00,5935,6590,1312,264,1819,1592,544,1001,54
2024-03-04 13:00:00,6023,6449,1356,386,1507,1588,538,1016,56
2024-03-04 14:00:00,6052,6565,1310,507,1644,1600,553,892,55
2024-03-04 15:00:00,6147,6614,1319,572,1870,1614,556,625,56
2024-03-04 16:00:00,6544,6555,1325,695,1895,1624,643,313,57
2024-03-04 17:00:00,6918,6713,1322,851,2089,1658,677,59,56
2024-03-04 18:00:00,7444,7208,1368,1048,2415,1671,651,0,56
2024-03-04 19:00:00,7750,7597,1368,1148,2581,1702,744,0,53
2024-03-04 20:00:00,7601,7548,1366,1097,2587,1708,741,0,49
2024-03-04 21:00:00,7281,7393,1365,995,2582,1713,686,0,48
2024-03-04 22:00:00,6548,7121,1367,937,2357,1663,751,0,46
2024-03-04 23:00:00,6056,6860,1368,921,2129,1646,741,0,51
2024-03-05 00:00:00,5813,6190,1369,909,1458,1614,788,0,53
2024-03-05 01:00:00,5625,6100,1378,796,1460,1631,783,0,53
2024-03-05 02:00:00,5473,5978,1381,739,1447,1608,745,0,55
2024-03-05 03:00:00,5478,5867,1382,738,1404,1549,740,0,54
2024-03-05 04:00:00,5615,5814,1384,789,1343,1571,673,0,54
2024-03-05 05:00:00,5774,5888,1382,877,1336,1581,658,0,54
2024-03-05 06:00:00,6405,6129,1387,959,1472,1599,662,0,51
2024-03-05 07:00:00,7010,6983,1385,1072,2131,1656,659,25,55
2024-03-05 08:00:00,7417,6994,1160,1103,2238,1627,650,156,56
2024-03-05 09:00:00,7298,6906,1058,968,2211,1643,664,300,55
2024-03-05 10:00:00,7059,6947,1071,741,2312,1654,704,410,54
2024-03-05 11:00:00,6820,7041,1076,618,2312,1669,762,554,48
2024-03-05 12:00:00,6615,7012,1117,591,2243,1647,737,623,51
2024-03-05 13:00:00,6575,6655,1179,554,1885,1634,680,667,54
2024-03-05 14:00:00,6475,6444,1257,509,1705,1610,648,657,54
2024-03-05 15:00:00,6532,6534,1324,588,1728,1647,667,521,55
2024-03-05 16:00:00,6738,6947,1358,608,2314,1637,667,307,55
2024-03-05 17:00:00,7007,6890,1368,662,2338,1683,705,76,57
2024-03-05 18:00:00,7572,7142,1365,743,2539,1699,738,0,57
2024-03-05 19:00:00,7761,7245,1366,751,2626,1706,740,0,57
2024-03-05 20:00:00,7616,7149,1370,642,2704,1709,668,0,55
2024-03-05 21:00:00,7276,7062,1376,436,2742,1718,731,0,56
2024-03-05 22:00:00,6631,6657,1377,381,2465,1637,742,0,56
2024-03-05 23:00:00,6225,6274,1379,290,2135,1673,742,0,56
2024-03-06 00:00:00,5889,5645,1381,228,1528,1710,749,0,50
2024-03-06 01:00:00,5659,5586,1379,189,1558,1647,764,0,50
2024-03-06 02:00:00,5582,5680,1382,317,1547,1626,755,0,53
2024-03-06 03:00:00,5561,5840,1381,480,1549,1628,745,0,57
2024-03-06 04:00:00,5559,5922,1381,573,1570,1598,742,0,58
2024-03-06 05:00:00,5778,5913,1382,671,1526,1590,689,0,57
2024-03-06 06:00:00,6374,5925,1381,627,1575,1623,661,0,57
2024-03-06 07:00:00,7044,6575,1379,524,2217,1694,686,19,54
2024-03-06 08:00:00,7280,6716,1368,321,2379,1732,724,135,53
2024-03-06 09:00:00,7462,6721,1372,217,2394,1735,748,198,53
2024-03-06 10:00:00,7344,6650,1335,173,2379,1675,748,287,53
2024-03-06 11:00:00,7000,6583,1359,195,2217,1675,756,325,54
2024-03-06 12:00:00,6927,6476,1375,207,2056,1665,747,369,52
2024-03-06 13:00:00,7055,6371,1376,240,1915,1687,754,342,55
2024-03-06 14:00:00,6943,6346,1355,304,1926,1667,745,292,54
2024-03-06 15:00:00,7023,6336,1334,341,1968,1684,750,202,54
2024-03-06 16:00:00,7122,6351,1358,318,2086,1677,748,109,54
2024-03-06 17:00:00,7332,6478,1336,319,2273,1712,742,27,56
2024-03-06 18:00:00,7719,6752,1351,351,2524,1719,748,1,57
2024-03-06 19:00:00,7893,6740,1368,296,2551,1723,745,0,57
2024-03-06 20:00:00,7717,6621,1366,150,2569,1729,747,0,58
2024-03-06 21:00:00,7342,6518,1375,108,2496,1728,751,0,58
2024-03-06 22:00:00,6704,6330,1377,120,2341,1678,756,0,57
2024-03-06 23:00:00,6249,6186,1375,187,2161,1675,731,0,57
2024-03-07 00:00:00,5973,5644,1374,258,1502,1723,725,0,58
2024-03-07 01:00:00,5821,5326,1375,366,1212,1623,693,0,56
2024-03-07 02:00:00,5664,5575,1376,482,1323,1631,708,0,55
2024-03-07 03:00:00,5600,5496,1378,580,1143,1657,681,0,56
2024-03-07 04:00:00,5736,5557,1376,602,1175,1672,675,0,57
2024-03-07 05:00:00,5863,5683,1377,701,1226,1653,668,0,57
2024-03-07 06:00:00,6490,5935,1375,828,1379,1626,669,0,57
2024-03-07 07:00:00,7111,6978,1374,856,2307,1674,666,40,60
2024-03-07 08:00:00,7600,7023,1374,622,2442,1709,672,145,57
2024-03-07 09:00:00,7543,6896,1357,386,2431,1711,665,289,59
2024-03-07 10:00:00,7223,6608,1340,357,2175,1637,641,399,57
2024-03-07 11:00:00,7036,6515,1370,335,1992,1644,642,474,57
2024-03-07 12:00:00,6976,6474,1294,308,2010,1678,667,456,57
2024-03-07 13:00:00,7051,6254,1318,317,1810,1699,669,380,56
2024-03-07 14:00:00,7104,6552,1314,365,2054,1706,754,302,55
2024-03-07 15:00:00,7101,6582,1329,449,2067,1713,753,212,55
2024-03-07 16:00:00,7281,6508,1345,445,2103,1693,746,116,58
2024-03-07 17:00:00,7462,6688,1332,384,2400,1728,754,28,60
2024-03-07 18:00:00,7898,7032,1371,319,2788,1729,765,1,57
2024-03-07 19:00:00,8047,7279,1375,311,3003,1760,770,1,57
2024-03-07 20:00:00,7862,7295,1377,354,3001,1760,756,0,50
2024-03-07 21:00:00,7518,7204,1373,482,2830,1718,762,0,39
2024-03-07 22:00:00,6858,7053,1382,578,2607,1692,756,0,38
2024-03-07 23:00:00,6344,6646,1383,560,2205,1705,753,0,39
2024-03-08 00:00:00,6064,5968,1386,561,1502,1733,748,0,37
2024-03-08 01:00:00,5863,5976,1387,605,1553,1652,740,0,37
2024-03-08 02:00:00,5743,5937,1397,576,1521,1651,752,0,37
2024-03-08 03:00:00,5680,6014,1397,663,1515,1651,751,0,37
2024-03-08 04:00:00,5675,6054,1399,747,1498,1627,745,0,37
2024-03-08 05:00:00,5980,6072,1403,749,1544,1602,735,0,38
2024-03-08 06:00:00,6388,6114,1401,724,1613,1605,733,0,38
2024-03-08 07:00:00,7126,6924,1399,649,2366,1711,740,20,37
2024-03-08 08:00:00,7591,7150,1399,586,2559,1709,757,99,39
