dt,c_kwH
19/03/2024 0:00,8.51
19/03/2024 1:00,7.47
19/03/2024 2:00,7.4
19/03/2024 3:00,7.31
19/03/2024 4:00,7.08
19/03/2024 5:00,7.05
19/03/2024 6:00,7.25
19/03/2024 7:00,7.44
19/03/2024 8:00,9.49
19/03/2024 9:00,10.99
19/03/2024 10:00,9.59
19/03/2024 11:00,7.39
19/03/2024 12:00,6.39
19/03/2024 13:00,5.82
19/03/2024 14:00,6
19/03/2024 15:00,6.04
19/03/2024 16:00,6.68
19/03/2024 17:00,7.51
19/03/2024 18:00,8.63
19/03/2024 19:00,10.55
19/03/2024 20:00,12.7
19/03/2024 21:00,12.9
19/03/2024 22:00,11
19/03/2024 23:00,9.07
20/03/2024 0:00,8.23
20/03/2024 1:00,7.61
20/03/2024 2:00,7.6
20/03/2024 3:00,7.31
20/03/2024 4:00,7.39
20/03/2024 5:00,7.38
20/03/2024 6:00,5.9
20/03/2024 7:00,6.4
20/03/2024 8:00,6.3
20/03/2024 9:00,4.02
20/03/2024 10:00,1.5
20/03/2024 11:00,0.99
20/03/2024 12:00,0
20/03/2024 13:00,0
20/03/2024 14:00,0.99
20/03/2024 15:00,0.99
20/03/2024 16:00,3.28
20/03/2024 17:00,6.55
20/03/2024 18:00,8.61
20/03/2024 19:00,11.8
20/03/2024 20:00,16.09
20/03/2024 21:00,15.64
20/03/2024 22:00,12.54
20/03/2024 23:00,10.47
21/03/2024 0:00,9.32
21/03/2024 1:00,7.79
21/03/2024 2:00,7.51
21/03/2024 3:00,7.03
21/03/2024 4:00,6.94
21/03/2024 5:00,6.83
21/03/2024 6:00,6.83
21/03/2024 7:00,7.23
21/03/2024 8:00,9.1
21/03/2024 9:00,9.64
21/03/2024 10:00,9.9
21/03/2024 11:00,7.78
21/03/2024 12:00,3.03
21/03/2024 13:00,1.5
21/03/2024 14:00,1.5
21/03/2024 15:00,5.87
21/03/2024 16:00,6.38
21/03/2024 17:00,7.16
21/03/2024 18:00,7.95
21/03/2024 19:00,9.95
21/03/2024 20:00,12.19
21/03/2024 21:00,12.2
21/03/2024 22:00,9.69
21/03/2024 23:00,8.16
22/03/2024 0:00,7.59
22/03/2024 1:00,6.93
22/03/2024 2:00,5.51
22/03/2024 3:00,5.12
22/03/2024 4:00,4.86
22/03/2024 5:00,5.01
22/03/2024 6:00,5.05
22/03/2024 7:00,6.59
22/03/2024 8:00,8.38
22/03/2024 9:00,7.7
22/03/2024 10:00,6.21
22/03/2024 11:00,4.87
22/03/2024 12:00,4
22/03/2024 13:00,3.84
22/03/2024 14:00,4.7
22/03/2024 15:00,4.89
22/03/2024 16:00,4.99
22/03/2024 17:00,5.58
22/03/2024 18:00,7.23
22/03/2024 19:00,8.5
22/03/2024 20:00,11.43
22/03/2024 21:00,11.44
22/03/2024 22:00,9.03
22/03/2024 23:00,7.76
23/03/2024 0:00,7.51
23/03/2024 1:00,7.22
23/03/2024 2:00,7.3
23/03/2024 3:00,7.2
23/03/2024 4:00,7.36
23/03/2024 5:00,7.59
23/03/2024 6:00,7.45
23/03/2024 7:00,7.32
23/03/2024 8:00,6.27
23/03/2024 9:00,6.03
23/03/2024 10:00,3.67
23/03/2024 11:00,1.72
23/03/2024 12:00,0
23/03/2024 13:00,0
23/03/2024 14:00,0.38
23/03/2024 15:00,0.37
23/03/2024 16:00,0.59
23/03/2024 17:00,1.21
23/03/2024 18:00,3.6
23/03/2024 19:00,6.5
23/03/2024 20:00,8.04
23/03/2024 21:00,7.61
23/03/2024 22:00,6.5
23/03/2024 23:00,5.85
24/03/2024 0:00,3.95
24/03/2024 1:00,2.92
24/03/2024 2:00,3.73
24/03/2024 3:00,1.83
24/03/2024 4:00,2
24/03/2024 5:00,2.53
24/03/2024 6:00,2.74
24/03/2024 7:00,3.17
24/03/2024 8:00,2.2
24/03/2024 9:00,0.99
24/03/2024 10:00,0
24/03/2024 11:00,0
24/03/2024 12:00,0
24/03/2024 13:00,0
24/03/2024 14:00,0
24/03/2024 15:00,0
24/03/2024 16:00,0
24/03/2024 17:00,0
24/03/2024 18:00,4.61
24/03/2024 19:00,7.5
24/03/2024 20:00,8.5
24/03/2024 21:00,8.55
24/03/2024 22:00,7.67
24/03/2024 23:00,7.37
25/03/2024 0:00,7.01
25/03/2024 1:00,6.61
25/03/2024 2:00,6.25
25/03/2024 3:00,6.1
25/03/2024 4:00,6.09
25/03/2024 5:00,6.27
25/03/2024 6:00,6.46
25/03/2024 7:00,7.67
25/03/2024 8:00,9.02
25/03/2024 9:00,11.39
25/03/2024 10:00,9.97
25/03/2024 11:00,2.11
25/03/2024 12:00,0.99
25/03/2024 13:00,0.99
25/03/2024 14:00,0.99
25/03/2024 15:00,0.99
25/03/2024 16:00,0.99
25/03/2024 17:00,7.47
25/03/2024 18:00,8.62
25/03/2024 19:00,11.1
25/03/2024 20:00,16.5
25/03/2024 21:00,14.08
25/03/2024 22:00,11.41
25/03/2024 23:00,9.4
26/03/2024 0:00,8.64
26/03/2024 1:00,7.59
26/03/2024 2:00,5.84
26/03/2024 3:00,6.1
26/03/2024 4:00,6.45
26/03/2024 5:00,6.62
26/03/2024 6:00,7.11
26/03/2024 7:00,7.38
26/03/2024 8:00,7.76
26/03/2024 9:00,7.59
26/03/2024 10:00,5.5
26/03/2024 11:00,6.2
26/03/2024 12:00,4.95
26/03/2024 13:00,3.7
26/03/2024 14:00,1.23
26/03/2024 15:00,2.75
26/03/2024 16:00,3.71
26/03/2024 17:00,5.36
26/03/2024 18:00,6.8
26/03/2024 19:00,7.86
26/03/2024 20:00,10.06
26/03/2024 21:00,10.03
26/03/2024 22:00,7.96
26/03/2024 23:00,7.42
27/03/2024 0:00,6.69
27/03/2024 1:00,5.17
27/03/2024 2:00,5.84
27/03/2024 3:00,5.71
27/03/2024 4:00,5.73
27/03/2024 5:00,5.7
27/03/2024 6:00,5.89
27/03/2024 7:00,6.92
27/03/2024 8:00,8.01
27/03/2024 9:00,8.19
27/03/2024 10:00,7.5
27/03/2024 11:00,6.22
27/03/2024 12:00,5.2
27/03/2024 13:00,4.5
27/03/2024 14:00,4.3
27/03/2024 15:00,4.36
27/03/2024 16:00,4.67
27/03/2024 17:00,6.11
27/03/2024 18:00,7.47
27/03/2024 19:00,8.25
27/03/2024 20:00,11.06
27/03/2024 21:00,11.53
27/03/2024 22:00,9.52
27/03/2024 23:00,7.86
28/03/2024 0:00,7.45
28/03/2024 1:00,7.03
28/03/2024 2:00,4.95
28/03/2024 3:00,5.28
28/03/2024 4:00,5.84
28/03/2024 5:00,5.9
28/03/2024 6:00,6.12
28/03/2024 7:00,6.71
28/03/2024 8:00,7.55
28/03/2024 9:00,7.62
28/03/2024 10:00,5.27
28/03/2024 11:00,3.95
28/03/2024 12:00,0.89
28/03/2024 13:00,0
28/03/2024 14:00,0
28/03/2024 15:00,0
28/03/2024 16:00,0.09
28/03/2024 17:00,1.04
28/03/2024 18:00,3.57
28/03/2024 19:00,6.19
28/03/2024 20:00,7.48
28/03/2024 21:00,8.17
28/03/2024 22:00,7.35
28/03/2024 23:00,6.22
29/03/2024 0:00,4.43
29/03/2024 1:00,2.5
29/03/2024 2:00,2.06
29/03/2024 3:00,1.88
29/03/2024 4:00,1.24
29/03/2024 5:00,1.02
29/03/2024 6:00,1.26
29/03/2024 7:00,1.43
29/03/2024 8:00,2.2
29/03/2024 9:00,2.41
29/03/2024 10:00,1.62
29/03/2024 11:00,0.9
29/03/2024 12:00,0
29/03/2024 13:00,0
29/03/2024 14:00,0.51
29/03/2024 15:00,0.99
29/03/2024 16:00,1.34
29/03/2024 17:00,2.15
29/03/2024 18:00,6.96
29/03/2024 19:00,7.67
29/03/2024 20:00,9.48
29/03/2024 21:00,10.54
29/03/2024 22:00,8.74
29/03/2024 23:00,7.82
30/03/2024 0:00,7.59
30/03/2024 1:00,7
30/03/2024 2:00,6.93
30/03/2024 3:00,5.82
30/03/2024 4:00,5.85
30/03/2024 5:00,5.93
30/03/2024 6:00,6.03
30/03/2024 7:00,6.51
30/03/2024 8:00,5.8
30/03/2024 9:00,4.61
30/03/2024 10:00,3.65
30/03/2024 11:00,0.99
30/03/2024 12:00,0.31
30/03/2024 13:00,0
30/03/2024 14:00,0
30/03/2024 15:00,0
30/03/2024 16:00,0.1
30/03/2024 17:00,1.6
30/03/2024 18:00,5.25
30/03/2024 19:00,7.21
30/03/2024 20:00,8.15
30/03/2024 21:00,8.2
30/03/2024 22:00,7.59
30/03/2024 23:00,7.08
31/03/2024 0:00,7.08
31/03/2024 1:00,6.57
31/03/2024 2:00,6.05
31/03/2024 3:00,4.85
31/03/2024 4:00,3.12
31/03/2024 5:00,3.23
31/03/2024 6:00,4.05
31/03/2024 7:00,3.03
31/03/2024 8:00,3.27
31/03/2024 9:00,0.99
31/03/2024 10:00,0.86
31/03/2024 11:00,0
31/03/2024 12:00,0
31/03/2024 13:00,0.18
31/03/2024 14:00,0
31/03/2024 15:00,0
31/03/2024 16:00,0
31/03/2024 17:00,0.99
31/03/2024 18:00,4.33
31/03/2024 19:00,5.92
31/03/2024 20:00,7.91
31/03/2024 21:00,6.92
31/03/2024 22:00,6.58
31/03/2024 23:00,6.09
