var,coef,std_err,t,p_value,lower_ci,upper_ci
nearest_station_name_RN03 SRT Wat Samian Nari,859123.6337112023,312984.5766667956,2.744939200712846,0.006062360431618941,245615.38490180508,1472631.8825205995
nearest_station_name_RN04 SRT Bang Khen,1058095.4373616313,406174.0293148509,2.6050297680195484,0.009199402679485671,261918.44969459798,1854272.4250286645
nearest_station_name_RN06 SRT Lak Si,521742.492653081,298119.0481914585,1.7501145794548716,0.08012735140839862,-62626.542845369026,1106111.528151531
nearest_station_name_RN07 SRT Kan Kheha,-578279.502386752,345279.3547247039,-1.6748163319750828,0.09399964414670146,-1255091.550198004,98532.54542450001
nearest_station_name_RN08 SRT Don Muang,2.876671640765894e-10,1.6487521027289574e-10,1.7447569201000726,0.08105604584162851,-3.551905360816406e-11,6.10853381761343e-10
nearest_station_name_RW02 SRT Bang Son,270984.6715912278,359735.2826562901,0.7532891118999321,0.4512928581256028,-434163.69593479444,976133.0391172501
nearest_station_name_RW05 SRT Bang Bamru,639608.2069318768,338844.91311851644,1.8876134248123229,0.05910504095457812,-24591.133109813207,1303807.546973567
nearest_station_name_RW06 SRT Taling Chan,745246.3908773824,695823.7278808758,1.0710275620335954,0.28418131674923275,-618698.1245953243,2109190.9063500892
nearest_station_name_S1 Rachadamri BTS,1097290.1889192003,638126.2328874588,1.7195503528417404,0.08554327333943343,-153556.45607350185,2348136.8339119023
nearest_station_name_S10 Talat Phlu BTS,-60420.993565969984,247717.03886528395,-0.24391133465319983,0.807304190498019,-545992.6735925048,425150.6864605649
nearest_station_name_S11 Wutthakat BTS,771915.011414584,190272.66175523517,4.056888700109571,5.008567260964314e-05,398945.04352369864,1144884.9793054694
nearest_station_name_S2 Sala Daeng BTS,2374360.6055480726,584374.8077711544,4.063078308601369,4.877740451602161e-05,1228876.7967861816,3519844.4143099636
nearest_station_name_S3 Chong Nonsi BTS,1480399.331111515,397482.6458318615,3.724437649380387,0.0001967620014534064,701259.0789832314,2259539.5832397984
nearest_station_name_S4 Saint Louis BTS,1913581.052639238,357134.47312214563,5.358152731407598,8.58313494671964e-08,1213530.7577395819,2613631.347538894
nearest_station_name_S5 Surasak BTS,1078126.0364929459,366616.96360087674,2.94074236473865,0.003281313458053451,359488.2885311807,1796763.784454711
nearest_station_name_S6 Saphan Taksin BTS,2034142.4281301135,263410.13383415533,7.722339298497993,1.244677336273073e-14,1517809.3498414473,2550475.5064187795
nearest_station_name_S8 Wongwian Yai BTS,786236.9330864842,330122.73441002617,2.381650371615865,0.017252718850964927,139134.6929793551,1433339.1731936133
nearest_station_name_S9 Pho Nimit BTS,756024.1338801445,365582.95706107316,2.0679961121761083,0.0386644861318113,39413.231931841816,1472635.035828447
nearest_station_name_W1 National Stadium BTS,1907505.8483229254,395245.289226744,4.826131772638608,1.4114430394482887e-06,1132751.2331719843,2682260.4634738667
